customer_id,customer_name,gender,age,city,join_date,customer_type
C02510,Gopal Barad,Female,50.0,Mumbai,2024-09-17,New
C02511,Hema Nadkarni,Female,35.0,Ahmedabad,2026-01-19,New
C02512,Urishilla Borah,Female,48.0,Hyderabad,2024-01-29,New
C02513,Vritti Srivastava,Male,47.0,Ahmedabad,2025-07-10,New
C02514,Raghav Bali,Female,28.0,Chennai,2024-04-30,New
C02515,Jackson Bajwa,Female,39.0,Kolkata,2024-05-05,New
C02516,Damini Gade,Female,50.0,,2025-07-21,New
C02517,Bhavya Baral,Female,31.0,Pune,2023-07-30,New
C02518,Bahadurjit Bora,Female,53.0,Hyderabad,2025-01-05,Returning
C02519,Chakradev Bora,Male,62.0,Ahmedabad,2025-05-27,New
C02520,Brijesh Parmer,Female,63.0,Delhi,2025-03-03,New
C02521,Reyansh Korpal,Female,54.0,Bangalore,2025-11-20,Returning
C02522,Sanya Dey,Male,51.0,Mumbai,2025-04-25,Returning
C02523,Bhanumati Swaminathan,Female,18.0,Chennai,2023-12-29,New
C02524,Elijah Morar,Female,49.0,Chennai,2024-04-27,Returning
C02525,Bhavya Deshmukh,Male,22.0,Delhi,2025-02-17,New
C02526,Abha Keer,Female,65.0,mumbai,2025-05-06,New
C02527,Aachal Badal,Female,45.0,Ahmedabad,2023-08-04,New
C02528,Samesh Nagarajan,Female,32.0,,2024-08-27,New
C02529,Lohit Talwar,Female,49.0,Pune,2024-07-27,New
C02530,Nakul Natarajan,Male,32.0,Mumbai,2025-08-05,New
C02531,Osha Kannan,Female,48.0,Hyderabad,2024-05-23,New
C02532,Sara Rastogi,Female,61.0,Hyderabad,2024-05-29,New
C02533,Siya Deshpande,Male,43.0,Ahmedabad,2024-05-12,New
C02534,Chandani Deshpande,Female,40.0,Kolkata,2025-11-13,New
C02535,Patrick Borra,Female,25.0,Hyderabad,2025-03-03,New
C02536,Charan Nagar,Female,18.0,Pune,2025-05-14,New
C02537,Charles Seth,Male,64.0,Delhi,2024-11-12,New
C02538,Bakhshi Ahluwalia,Female,36.0,Pune,2025-02-04,New
C02539,Veda Kant,Female,35.0,Bangalore,2023-08-02,New
C02540,Nirja Swamy,Male,,Hyderabad,2025-11-25,Returning
C02541,Vamakshi Wali,Male,50.0,Bangalore,2026-04-14,New
C02542,Samuel Barman,Male,65.0,Kolkata,2026-04-26,New
C02543,Bimala Prabhu,Male,39.0,Pune,2024-10-31,Returning
C02544,Netra Chahal,Male,54.0,Bangalore,2026-05-16,Returning
C02545,Ekaja Bajaj,Male,43.0,Delhi,2025-01-28,Returning
C02546,Hritik Chhabra,Male,20.0,Bangalore,2025-01-29,New
C02547,Jonathan Talwar,Female,26.0,Ahmedabad,2024-08-28,New
C02548,Parth Kulkarni,Male,53.0,Delhi,2024-09-03,Returning
C02549,Qadim Sidhu,Female,39.0,Ahmedabad,2024-01-03,Returning
C02550,Ganga Kala,Male,63.0,Bangalore,2025-08-08,Returning
C02551,Lucky Som,Female,24.0,Hyderabad,2024-05-17,New
C02552,Nakul Raju,Female,22.0,Hyderabad,2024-09-25,New
C02553,Nisha Tata,Male,65.0,Kolkata,2024-01-27,Returning
C02554,Gaurang Sinha,Female,55.0,Delhi,2025-05-27,Returning
C02555,Jackson Dewan,Female,21.0,Pune,2024-07-21,New
C02556,Jyoti Oza,Female,63.0,Delhi,2024-02-04,Returning
C02557,Wazir Warrior,Female,59.0,Bangalore,2026-04-05,Returning
C02558,Pooja Kamdar,Female,61.0,Kolkata,2026-03-26,Returning
C02559,Noah Karnik,Male,20.0,Hyderabad,2026-02-23,Returning
C02560,Rachana Agate,Female,62.0,Kolkata,2023-08-11,New
C02561,Tristan Gala,Female,37.0,Hyderabad,2026-04-20,New
C02562,Lila Luthra,Male,51.0,Kolkata,2025-06-04,Returning
C02563,Yamini Deo,Female,65.0,Kolkata,2025-03-22,New
C02564,Vamakshi Vaidya,Female,35.0,Bangalore,2024-07-09,New
C02565,Chavvi Vig,Female,28.0,Pune,2024-10-02,New
C02566,Urishilla Talwar,Female,48.0,Chennai,2025-10-29,New
C02567,Oni Walla,Female,52.0,Mumbai,2026-02-11,New
C02568,Samesh Wason,Female,56.0,Ahmedabad,2025-03-22,New
C02569,Zansi Ram,Female,23.0,Kolkata,2025-11-08,Returning
C02570,Benjamin Goswami,Male,52.0,Hyderabad,2025-03-01,Returning
C02571,Maanas Tandon,Male,31.0,,2025-01-24,Returning
C02572,Anusha Mody,Male,51.0,Pune,2023-08-15,Returning
C02573,Sanaya Aggarwal,Female,44.0,Pune,2025-10-03,New
C02574,Warjas Sura,Male,56.0,Kolkata,2024-11-14,New
C02575,Gauri Pathak,Female,38.0,Delhi,2023-06-23,Returning
C02576,Yug Rajagopalan,Male,51.0,Delhi,2023-06-27,New
C02577,Keya Shere,Female,39.0,Mumbai,2023-08-17,New
C02578,Karan Gill,Female,57.0,Pune,2024-03-20,Returning
C02579,Raksha Bose,Male,,Kolkata,2024-05-19,Returning
C02580,Unni Khalsa,Female,27.0,Mumbai,2023-10-17,New
C02581,Nicholas Sathe,Female,64.0,Delhi,2023-07-25,New
C02582,Wazir Sanghvi,Female,65.0,Hyderabad,2023-12-20,New
C02583,Faraj Wali,Female,34.0,Mumbai,2024-06-01,New
C02584,Kashvi Sant,Male,33.0,Ahmedabad,2023-07-27,Returning
C02585,Indira Rajagopal,Female,44.0,Kolkata,2026-04-25,New
C02586,Nicholas Gara,Male,34.0,mumbai,2026-05-28,Returning
C02587,Chaman Sahota,Female,59.0,,2024-01-07,New
C02588,Tanvi Palla,Female,55.0,Pune,2024-10-23,New
C02589,Nikita Walia,Male,38.0,Chennai,2024-06-30,Returning
C02590,Qabil Vohra,Female,47.0,Pune,2025-09-28,Returning
C02591,Neel Rajagopal,Male,50.0,Ahmedabad,2023-11-26,Returning
C02592,Chasmum Kanda,Female,60.0,Pune,2025-11-16,Returning
C02593,Dalaja Parmer,Female,57.0,Delhi,2024-02-02,New
C02594,Anirudh Aurora,Female,24.0,Pune,2024-02-16,New
C02595,Waida Ray,Female,61.0,Bangalore,2023-07-01,New
C02596,Hritik Balakrishnan,Male,49.0,Pune,2026-01-30,New
C02597,Eesha Chatterjee,Female,50.0,Mumbai,2025-07-26,New
C02598,Yachana Devan,Female,25.0,Kolkata,2024-09-15,New
C02599,Vivaan Morar,Female,50.0,Ahmedabad,2024-02-07,New
C02600,Anika Dara,Female,53.0,Bangalore,2024-07-05,New
C02601,Krish Vala,Male,27.0,Delhi,2025-07-19,Returning
C02602,Mason Suresh,Male,64.0,Delhi,2025-08-17,Returning
C02603,Hema Vyas,Female,46.0,Mumbai,2024-03-16,New
C02604,Gabriel Warrior,Male,41.0,Pune,2025-11-25,New
C02605,Faris Wable,Female,48.0,Bangalore,2026-05-10,New
C02606,William Nadkarni,Female,42.0,Bangalore,2025-01-08,Returning
C02607,Hritik Pant,Male,30.0,Ahmedabad,2025-04-26,New
C02608,Jeevika Nori,Male,44.0,Ahmedabad,2024-10-15,New
C02609,Eshana Vala,Female,23.0,Chennai,2025-10-03,New
C02610,Dakshesh Kata,Female,39.0,Chennai,2025-07-20,New
C02611,Jeevika Bava,Male,34.0,Pune,2023-07-12,New
C02612,Krish Minhas,Male,54.0,Kolkata,2026-02-16,New
C02613,Zayan Kade,Female,45.0,Ahmedabad,2024-05-23,New
C02614,Devansh Majumdar,Male,49.0,Kolkata,2024-07-05,New
C02615,Jyoti Deshpande,Male,20.0,Bangalore,2025-05-11,New
C02616,Warjas Kala,Male,62.0,Ahmedabad,2024-10-28,Returning
C02617,Hritik Palla,Male,18.0,Mumbai,2026-01-02,New
C02618,Ranbir Mutti,Male,62.0,Ahmedabad,2023-10-23,New
C02619,Ekanta Ghosh,Male,48.0,Mumbai,2025-01-17,New
C02620,Lipika Vora,Male,27.0,Delhi,2025-07-21,New
C02621,Faqid Kakar,Female,65.0,Bangalore,2025-03-20,New
C02622,Dominic Halder,Male,61.0,Chennai,2025-10-09,Returning
C02623,Gagan Gokhale,Female,61.0,Bangalore,2024-07-15,New
C02624,Raksha Shukla,Female,30.0,Delhi,2024-02-23,New
C02625,Samaksh Sandhu,Female,31.0,Hyderabad,2023-11-24,New
C02626,Varsha Krishna,Male,20.0,Pune,2023-06-11,New
C02627,Zarna Chaudhary,Female,44.0,Kolkata,2026-01-24,New
C02628,Wazir Banerjee,Female,28.0,Ahmedabad,2024-12-04,New
C02629,Amaira Soman,Female,55.0,Kolkata,2025-04-03,Returning
C02630,Dominic Nagar,Female,25.0,Hyderabad,2024-05-17,New
C02631,Saumya Mand,Female,39.0,Chennai,2024-08-09,New
C02632,Victor Chakrabarti,Female,48.0,Bangalore,2024-05-25,New
C02633,Tara Raghavan,Female,62.0,Hyderabad,2024-09-18,New
C02634,Anika Chhabra,Male,45.0,,2023-06-26,New
C02635,Brinda Chander,Male,40.0,Hyderabad,2026-06-08,Returning
C02636,Zilmil Parikh,Male,47.0,Mumbai,2025-11-14,New
C02637,Neel Narasimhan,Female,60.0,Ahmedabad,2023-10-25,New
C02638,Vinaya Sridhar,Male,55.0,Bangalore,2024-01-22,New
C02639,Finn Divan,Male,22.0,Bangalore,2025-12-19,New
C02640,Laksh Lall,Male,20.0,Kolkata,2025-04-09,New
C02641,Vyanjana Agarwal,Male,52.0,Kolkata,2025-07-12,New
C02642,Jonathan Raghavan,Male,23.0,Chennai,2023-09-09,New
C02643,Sanaya Khosla,Male,48.0,Ahmedabad,2024-05-26,New
C02644,Varsha Ramachandran,Female,25.0,Hyderabad,2025-05-06,New
C02645,Sai Grewal,Female,23.0,Bangalore,2025-03-31,New
C02646,Ryan Khalsa,Male,41.0,Bangalore,2026-02-05,Returning
C02647,Baghyawati Prakash,Male,57.0,Kolkata,2024-01-26,New
C02648,Udyati Johal,Female,51.0,Mumbai,2025-01-27,New
C02649,Odika Natt,Female,20.0,Ahmedabad,2024-10-13,Returning
C02650,Gabriel Shankar,Female,44.0,Bangalore,2024-05-22,New
C02651,Henry Sane,Female,19.0,Ahmedabad,2026-01-18,Returning
C02652,Osha Nagi,Female,53.0,Chennai,2024-10-31,Returning
C02653,Tamanna Seth,Female,35.0,Delhi,2025-02-09,Returning
C02654,Dominic Roy,Male,48.0,,2026-05-25,New
C02655,Gaurang Deep,Female,41.0,Bangalore,2024-12-30,New
C02656,Siddharth Lanka,Female,31.0,Bangalore,2023-10-30,Returning
C02657,Michael Dugar,Female,57.0,Hyderabad,2024-06-08,New
C02658,Wyatt Bhasin,Male,20.0,Pune,2024-04-30,New
C02659,Vivaan Sagar,Male,42.0,Kolkata,2025-01-15,New
C02660,Suhani Dalal,Female,33.0,,2024-01-09,Returning
C02661,Jacob Swamy,Male,25.0,Bangalore,2023-08-12,Returning
C02662,Sarthak Devi,Female,40.0,Bangalore,2023-07-30,New
C02663,Harita Bawa,Female,,Bangalore,2024-06-01,Returning
C02664,Anmol Kara,Male,42.0,Ahmedabad,2024-04-14,New
C02665,Amaira Tandon,Female,45.0,Chennai,2024-05-12,Returning
C02666,Lucky Sane,Female,35.0,Hyderabad,2024-01-20,Returning
C02667,Upasna Mohanty,Male,48.0,Bangalore,2024-11-12,New
C02668,Jyoti Misra,Female,18.0,Pune,2024-06-14,Returning
C02669,Anirudh Agrawal,Female,63.0,Hyderabad,2024-08-20,New
C02670,Riya Narasimhan,Male,62.0,Bangalore,2023-10-31,New
C02671,Ati Sood,Male,26.0,Mumbai,2025-12-01,Returning
C02672,Qabil Chacko,Male,36.0,Chennai,2023-12-11,New
C02673,Aashi Dutt,Female,53.0,Mumbai,2023-10-06,Returning
C02674,Victor Narain,Male,59.0,Chennai,2025-11-19,Returning
C02675,Nandini Shanker,Female,44.0,Mumbai,2024-09-03,Returning
C02676,Eesha Karnik,Male,46.0,Pune,2023-09-08,New
C02677,Triveni Bora,Male,63.0,Mumbai,2024-10-20,New
C02678,Chaaya Suresh,Male,57.0,Bangalore,2023-09-19,New
C02679,Nitesh Tripathi,Male,46.0,Kolkata,2026-06-08,New
C02680,Raagini Uppal,Female,34.0,Mumbai,2026-03-06,New
C02681,Lajita Deep,Male,39.0,Chennai,2023-06-15,New
C02682,Adya Cherian,Male,24.0,Bangalore,2023-10-02,New
C02683,Warda Bala,Female,30.0,Chennai,2026-04-08,New
C02684,Samarth Jain,Male,26.0,Bangalore,2026-02-15,Returning
C02685,Manya Rai,Male,57.0,Ahmedabad,2025-12-13,New
C02686,Anika Ben,Female,45.0,Pune,2025-10-18,New
C02687,Chavvi Nori,Female,45.0,Hyderabad,2025-07-27,Returning
C02688,Krishna Bail,Female,32.0,Chennai,2023-08-31,New
C02689,Netra Baria,Male,26.0,Delhi,2024-03-06,New
C02690,Bhavna Khare,Male,26.0,Mumbai,2024-05-14,New
C02691,Reva Oommen,Female,41.0,Kolkata,2025-01-15,Returning
C02692,Bakhshi Som,Male,65.0,Delhi,2023-07-26,New
C02693,Faqid Oza,Female,22.0,Bangalore,2024-08-20,Returning
C02694,Forum Bhardwaj,Male,47.0,Bangalore,2024-08-11,New
C02695,Kavya Prashad,Female,26.0,Pune,2026-05-19,New
C02696,Wriddhish Som,Female,52.0,Pune,2025-05-11,New
C02697,Harsh Sengupta,Male,29.0,Ahmedabad,2025-02-02,New
C02698,Reyansh Srinivasan,Female,18.0,Bangalore,2026-02-13,New
C02699,Sara Misra,Male,65.0,Delhi,2026-05-25,New
C02700,Ekantika D’Alia,Female,29.0,Delhi,2024-07-01,Returning
C02701,Praneel Sibal,Female,60.0,Pune,2025-02-16,New
C02702,Aarna Lad,Male,32.0,Chennai,2026-02-15,New
C02703,Gabriel Barad,Male,34.0,Pune,2025-06-19,New
C02704,Nilima Khanna,Female,48.0,Pune,2026-02-16,Returning
C02705,Ansh Yogi,Female,44.0,Bangalore,2026-03-15,New
C02706,Anthony Ganguly,Female,36.0,Hyderabad,2024-12-06,Returning
C02707,Balveer Borra,Male,39.0,Chennai,2024-07-28,Returning
C02708,Wriddhish Vaidya,Female,32.0,Delhi,2024-12-22,New
C02709,Nicholas Solanki,Female,64.0,Delhi,2025-11-16,New
C02710,Balveer Arora,Male,39.0,Pune,2025-03-05,Returning
C02711,Pallavi Chana,Female,58.0,Bangalore,2024-05-30,New
C02712,Suhani Roy,Female,26.0,Mumbai,2023-07-08,Returning
C02713,Ubika Sankaran,Female,36.0,Ahmedabad,2025-02-27,Returning
C02714,Aarnav Vala,Male,27.0,Kolkata,2024-02-10,New
C02715,Fiyaz Arya,Male,46.0,Hyderabad,2026-03-31,Returning
C02716,Aarini Tank,Female,24.0,Chennai,2024-05-09,New
C02717,Lila Rege,Female,56.0,Pune,2025-06-03,Returning
C02718,Fariq Verma,Male,40.0,Mumbai,2024-11-26,New
C02719,Ekantika D’Alia,Male,35.0,Delhi,2026-05-09,New
C02720,Anamika Bajwa,Male,63.0,Mumbai,2026-03-18,New
C02721,Aarna Solanki,Female,23.0,Ahmedabad,2025-10-25,New
C02722,Nikita Chaudhry,Male,30.0,Chennai,2024-02-05,New
C02723,Sneha Lall,Male,28.0,Ahmedabad,2024-09-10,New
C02724,Arunima Murty,Male,55.0,Bangalore,2026-04-10,New
C02725,Nikita Lall,Female,34.0,Delhi,2024-11-02,New
C02726,Jacob Ram,Male,58.0,Ahmedabad,2024-06-10,New
C02727,Charles Suri,Female,32.0,Kolkata,2026-05-24,New
C02728,Aarnav Bahl,Male,23.0,Pune,2025-05-15,Returning
C02729,Jason Jani,Female,28.0,Chennai,2024-12-18,New
C02730,Mason Modi,Female,21.0,Delhi,2025-02-06,New
C02731,Gautami Sane,Male,33.0,Mumbai,2026-01-29,Returning
C02732,Raagini Bali,Male,59.0,Delhi,2024-12-31,New
C02733,Rishi Chokshi,Female,34.0,Chennai,2026-02-01,Returning
C02734,Garima Guha,Male,34.0,Pune,2024-08-02,New
C02735,Champak Kar,Male,18.0,Pune,2025-05-25,Returning
C02736,Peter Hayer,Male,24.0,Bangalore,2024-12-09,New
C02737,Zehaan Lad,Male,33.0,Bangalore,2025-06-22,New
C02738,Liam Char,Female,65.0,Ahmedabad,2024-08-04,Returning
C02739,Samuel Issac,Female,33.0,Delhi,2024-11-07,New
C02740,Yahvi Puri,Female,55.0,Chennai,2023-06-28,Returning
C02741,Ishani Bandi,Female,38.0,Kolkata,2024-12-08,New
C02742,Ekalinga Ahluwalia,Male,28.0,Delhi,2024-04-18,Returning
C02743,Balveer Lalla,Male,65.0,Delhi,2024-12-26,New
C02744,Falak Bassi,Male,25.0,Ahmedabad,2025-08-24,New
C02745,Anya Walia,Female,43.0,Bangalore,2025-03-27,New
C02746,Falan Gara,Male,43.0,Delhi,2024-11-03,New
C02747,Jack Ghose,Female,19.0,Pune,2025-08-25,New
C02748,Sudiksha Issac,Female,29.0,Ahmedabad,2025-12-05,Returning
C02749,Dhriti Radhakrishnan,Male,49.0,Chennai,2025-09-28,Returning
C02750,Ekbal Dave,Female,65.0,Hyderabad,2024-01-20,New
C02751,Charita Roy,Male,21.0,Mumbai,2026-03-26,Returning
C02752,Saksham Wali,Male,45.0,Delhi,2023-09-16,New
C02753,Garima Goswami,Male,26.0,Chennai,2024-03-27,Returning
C02754,Dominic Chad,Female,34.0,MUMBAI,2024-03-27,New
C02755,Anjali Nayar,Male,35.0,Hyderabad,2025-01-25,Returning
C02756,Sai Oza,Male,42.0,Pune,2025-12-23,Returning
C02757,Hitesh Sastry,Female,38.0,Hyderabad,2024-08-23,Returning
C02758,Vritti Madan,Male,43.0,Mumbai,2025-11-29,Returning
C02759,Watika Pandya,Female,40.0,Chennai,2025-06-05,New
C02760,Zinal Prasad,Male,22.0,Delhi,2025-01-24,New
C02761,Qasim Sekhon,Male,65.0,Bangalore,2023-11-30,New
C02762,Oni Ratti,Female,28.0,mumbai,2025-05-15,New
C02763,Teerth Peri,Male,25.0,Bangalore,2025-08-15,New
C02764,Bishakha Bir,Male,22.0,Bangalore,2023-06-29,New
C02765,Nicholas Sama,Female,54.0,Delhi,2024-03-09,New
C02766,Watika Tiwari,Female,37.0,Delhi,2023-08-30,Returning
C02767,Ira Suri,Male,53.0,Bangalore,2026-03-17,New
C02768,Kiaan Chaudhry,Male,31.0,Kolkata,2025-01-05,New
C02769,Meghana Varkey,Male,51.0,Mumbai,2026-01-14,New
C02770,Bimala Morar,Male,34.0,Pune,2025-03-06,New
C02771,Viraj Pathak,Female,52.0,Kolkata,2025-12-08,New
C02772,Harshil Chatterjee,Female,36.0,Hyderabad,2024-01-20,New
C02773,Baljiwan Chandran,Female,51.0,Chennai,2023-11-16,Returning
C02774,Vamakshi Loke,Female,19.0,Pune,2025-04-09,Returning
C02775,Vaishnavi Mitter,Female,24.0,Hyderabad,2025-04-01,New
C02776,Balendra Singhal,Male,39.0,Ahmedabad,2024-09-26,New
C02777,Patrick Gandhi,Female,28.0,Hyderabad,2023-10-01,Returning
C02778,Keya Sachar,Female,42.0,Kolkata,2025-09-04,New
C02779,Ati Cherian,Female,29.0,Kolkata,2026-02-22,Returning
C02780,Aarini Datta,Male,40.0,Chennai,2024-04-30,New
C02781,Omaja Sachar,Male,29.0,Ahmedabad,2026-01-10,New
C02782,Zansi Kalita,Male,64.0,Bangalore,2025-12-13,New
C02783,Anita Sachar,Female,58.0,Chennai,2023-07-30,New
C02784,Banjeet Batra,Male,20.0,MUMBAI,2025-11-03,Returning
C02785,Balendra Deo,Male,38.0,Kolkata,2024-04-28,Returning
C02786,Ayush Singhal,Female,48.0,Hyderabad,2025-07-05,New
C02787,Charan Kohli,Male,61.0,Ahmedabad,2026-01-29,Returning
C02788,Rachana Dhaliwal,Female,59.0,Bangalore,2025-09-19,New
C02789,Hema Singh,Male,51.0,Delhi,2023-08-24,Returning
C02790,Pranit Nagi,Female,57.0,Chennai,2024-01-18,New
C02791,Ryan Desai,Male,37.0,Bangalore,2025-08-05,New
C02792,Wahab Mander,Male,27.0,Bangalore,2024-05-26,New
C02793,Manan Apte,Male,26.0,Bangalore,2026-05-21,New
C02794,Hardik Joshi,Female,55.0,Ahmedabad,2025-06-06,New
C02795,Finn Chaudhuri,Male,59.0,Pune,2025-09-01,New
C02796,Tamanna Rana,Female,37.0,Kolkata,2025-12-02,Returning
C02797,Meera Sane,Female,40.0,Bangalore,2025-08-21,New
C02798,Logan Agrawal,Female,31.0,Bangalore,2025-11-07,New
C02799,Abhimanyu Jaggi,Female,18.0,Delhi,2025-04-15,New
C02800,Advika Nath,Female,47.0,Mumbai,2025-06-14,New
C02801,Harish Thakur,Female,44.0,Hyderabad,2025-01-29,New
C02802,Anika Grover,Male,44.0,,2025-01-12,Returning
C02803,Gautam Keer,Male,20.0,Kolkata,2026-02-13,New
C02804,Janaki Kumar,Male,26.0,Bangalore,2026-03-01,New
C02805,Parth Khare,Male,62.0,Ahmedabad,2025-07-27,New
C02806,Diya Grewal,Male,52.0,mumbai,2025-05-27,New
C02807,Omaja Shan,Female,56.0,Ahmedabad,2024-03-03,New
C02808,Yatan Desai,Male,58.0,Hyderabad,2024-09-26,New
C02809,Ishita Mukherjee,Male,37.0,Bangalore,2023-10-18,New
C02810,Yamini Devan,Male,63.0,Kolkata,2025-12-17,Returning
C02811,Rayaan Misra,Female,33.0,Chennai,2024-06-04,New
C02812,Mitesh Modi,Female,44.0,Mumbai,2025-03-01,New
C02813,Bachittar Sheth,Female,64.0,Ahmedabad,2025-05-31,New
C02814,Farhan Panchal,Female,36.0,MUMBAI,2025-10-01,New
C02815,Vansha Suresh,Male,54.0,Bangalore,2025-01-20,New
C02816,Michael Wagle,Male,22.0,Chennai,2023-11-14,New
C02817,Vedhika Badami,Male,54.0,Bangalore,2023-09-06,New
C02818,Ekbal Mahal,Male,21.0,Mumbai,2023-08-08,New
C02819,Radhika Saini,Male,28.0,Delhi,2025-09-14,New
C02820,Harsh Borah,Male,43.0,Ahmedabad,2024-05-31,New
C02821,Sai Rajagopalan,Female,42.0,Bangalore,2026-05-03,Returning
C02822,Sneha Sagar,Male,19.0,Chennai,2026-05-11,New
C02823,Pahal Nadkarni,Male,31.0,Mumbai,2023-12-22,Returning
C02824,Anika Pingle,Male,51.0,Delhi,2026-04-07,Returning
C02825,Ishwar Balay,Female,24.0,Ahmedabad,2026-01-05,New
C02826,Jonathan Parikh,Male,62.0,Kolkata,2026-01-21,New
C02827,Falan Deo,Female,28.0,Ahmedabad,2025-08-10,New
C02828,Anvi Raj,Female,18.0,Kolkata,2024-12-24,Returning
C02829,Nikita Wadhwa,Male,49.0,Bangalore,2024-03-22,New
C02830,Warjas More,Male,58.0,Pune,2024-09-22,New
C02831,Ekanta Rege,Female,20.0,Mumbai,2023-09-15,Returning
C02832,Naksh Krishnan,Female,55.0,Delhi,2025-03-07,Returning
C02833,Hamsini Pau,Female,65.0,Mumbai,2025-01-28,New
C02834,Ijaya Sen,Female,48.0,Delhi,2026-03-24,New
C02835,Gaurav More,Female,34.0,Mumbai,2024-09-09,Returning
C02836,Suhani Saraf,Male,27.0,Hyderabad,2026-06-03,New
C02837,Jhalak Saini,Female,47.0,Delhi,2025-10-25,Returning
C02838,Harini Tripathi,Female,62.0,Chennai,2024-02-29,New
C02839,Chatura Nair,Male,44.0,Kolkata,2024-11-17,New
C02840,Christopher Pandey,Female,62.0,Ahmedabad,2025-11-06,Returning
C02841,Christopher Ramakrishnan,Female,30.0,Mumbai,2025-01-03,New
C02842,Gaurav Baria,Female,49.0,Hyderabad,2023-11-25,New
C02843,Rehaan Soman,Male,36.0,Pune,2025-05-23,New
C02844,Qabil Narayan,Female,31.0,Ahmedabad,2025-01-02,New
C02845,Umang Parikh,Female,52.0,Kolkata,2024-02-19,New
C02846,Yasti Choudhury,Female,23.0,Ahmedabad,2026-02-10,Returning
C02847,Max Contractor,Female,58.0,,2024-05-16,New
C02848,Nicholas Rau,Male,22.0,Bangalore,2025-12-27,Returning
C02849,Mugdha Batta,Male,51.0,Delhi,2024-02-20,Returning
C02850,Gabriel Karnik,Male,59.0,Chennai,2026-03-26,Returning
C02851,Indrajit Chadha,Female,28.0,Mumbai,2025-01-23,Returning
C02852,Jacob Bawa,Male,26.0,MUMBAI,2025-07-21,New
C02853,Jackson Gandhi,Female,65.0,Chennai,2025-05-02,New
C02854,Odika Kapadia,Female,32.0,Ahmedabad,2024-02-01,New
C02855,Ekavir Sarna,Female,46.0,Hyderabad,2024-03-05,New
C02856,Ekavir Lala,Female,29.0,Chennai,2025-05-06,New
C02857,Pushti Rout,Female,59.0,Hyderabad,2024-11-15,Returning
C02858,Anamika Bali,Female,51.0,mumbai,2026-04-08,New
C02859,Watika Dave,Female,27.0,Delhi,2026-02-15,New
C02860,Daniel Nair,Female,39.0,Hyderabad,2025-10-24,New
C02861,Umang Parekh,Male,65.0,Ahmedabad,2024-12-10,New
C02862,Simon Mallick,Male,45.0,Pune,2024-10-15,New
C02863,Wazir Dutta,Female,64.0,Mumbai,2025-01-09,New
C02864,Saanvi Sinha,Male,34.0,Chennai,2023-09-12,New
C02865,Jonathan Sood,Female,55.0,Bangalore,2023-09-03,Returning
C02866,Watika Chatterjee,Male,47.0,Chennai,2024-03-18,New
C02867,Devika Prabhakar,Female,40.0,Chennai,2024-08-15,Returning
C02868,Arya Keer,Female,59.0,Chennai,2025-11-22,Returning
C02869,Leela Madan,Female,44.0,Chennai,2023-09-25,Returning
C02870,Laban Sharma,Male,56.0,Chennai,2023-11-05,Returning
C02871,Tanay Goel,Female,56.0,Kolkata,2024-07-11,Returning
C02872,Ria Gara,Male,28.0,Kolkata,2023-10-12,New
C02873,Kiaan Saran,Male,38.0,MUMBAI,2025-07-14,New
C02874,Tanish Cheema,Male,51.0,Delhi,2024-03-04,New
C02875,Netra Sachdev,Female,34.0,Chennai,2024-11-05,New
C02876,Inaya Kala,Female,23.0,Pune,2024-02-08,New
C02877,Guneet Chandran,Female,37.0,Ahmedabad,2023-07-11,New
C02878,Netra Mand,Male,39.0,Bangalore,2024-01-25,Returning
C02879,Hema Sarna,Male,18.0,Pune,2024-12-23,Returning
C02880,Ria Mani,Female,31.0,Chennai,2025-04-08,New
C02881,Radhika De,Female,30.0,Pune,2025-01-26,New
C02882,Pallavi Jain,Female,41.0,Chennai,2026-03-18,New
C02883,Tara Bassi,Female,22.0,Hyderabad,2023-07-10,New
C02884,Manya Padmanabhan,Male,55.0,Chennai,2024-04-21,Returning
C02885,Baljiwan Mohanty,Male,31.0,Bangalore,2026-05-08,New
C02886,Laban Gopal,Male,39.0,Delhi,2025-01-21,New
C02887,Jatin Gulati,Male,38.0,Delhi,2025-08-06,New
C02888,Jalsa Rege,Female,35.0,Mumbai,2024-02-03,New
C02889,Eiravati Raj,Female,22.0,Ahmedabad,2025-11-26,New
C02890,Damini Goel,Female,32.0,Mumbai,2026-01-21,Returning
C02891,Raghav Ganesh,Male,60.0,Mumbai,2026-01-02,New
C02892,Yatan Dhillon,Female,30.0,Chennai,2026-05-18,Returning
C02893,Dayita Prasad,Female,39.0,Mumbai,2024-04-19,New
C02894,Lila Solanki,Female,60.0,Mumbai,2024-01-14,New
C02895,Charles Rau,Female,33.0,Delhi,2024-12-29,Returning
C02896,Rajeshri Lal,Female,42.0,Hyderabad,2025-09-30,New
C02897,Niharika Jhaveri,Male,53.0,mumbai,2025-04-26,New
C02898,Nakul Rao,Female,30.0,Chennai,2026-05-01,New
C02899,Chakrika Mannan,Female,38.0,Mumbai,2025-02-01,New
C02900,Ekansh Bhatti,Male,23.0,Delhi,2026-01-24,New
C02901,Yash Saini,Female,58.0,Chennai,2026-03-06,New
C02902,Meera Datta,Female,20.0,Delhi,2024-01-14,New
C02903,Jhalak Anand,Female,,Pune,2024-06-02,New
C02904,Meera Misra,Male,38.0,Chennai,2025-07-04,New
C02905,Mitesh Balasubramanian,Female,43.0,Kolkata,2024-09-26,Returning
